Loai phong,Ngay dang,Gia phong,Dien tich,Suc chua,Dien,Nuoc,May lanh,WC rieng,Cho de xe,Wifi,Tu do,Khong chung chu,Tu lanh,May giat,Bao ve,Giuong ngu,Nau an,Tivi,Thu cung,Tu quan ao,Cua so,May nuoc nong,Gac lung,Quan,Nam,Nu
Phòng cho thuê,2020-11-05,3500000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thủ Đức,1,1
Phòng cho thuê,2020-11-05,4400000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-05,5000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-05,4000000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thủ Đức,1,1
Phòng cho thuê,2020-11-05,3500000.0,18.0,4.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-05,8000000.0,52.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Nhà nguyên căn,2020-11-05,13000000.0,120.0,8.0,3171.6048239853935,200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2020-11-05,6500000.0,35.0,4.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-05,4200000.0,28.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng ở ghép,2020-11-05,1800000.0,65.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,0
Căn hộ,2020-11-05,7000000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2020-11-05,6500000.0,20.0,4.0,4000.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-11-05,4900000.0,28.0,3.0,3500.0,108000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-05,7000000.0,35.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-11-05,4900000.0,25.0,4.0,3500.0,60000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-05,13000000.0,120.0,8.0,3171.6048239853935,200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-11-05,6500000.0,35.0,4.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-05,3500000.0,25.0,3.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-05,4200000.0,28.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-05,1800000.0,65.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 8,1,0
Phòng cho thuê,2020-11-05,2200000.0,12.0,3.0,3500.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-11-05,3000000.0,20.0,12.0,4000.0,6000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,0,1
Phòng cho thuê,2020-11-05,7000000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-05,7500000.0,25.0,2.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-05,3800000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Phòng cho thuê,2020-11-05,3500000.0,25.0,4.0,3500.0,108000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-05,6500000.0,30.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-05,7500000.0,22.0,2.0,3700.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-05,4000000.0,20.0,2.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-05,5500000.0,30.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Ký túc xá,2020-11-05,5500000.0,25.0,2.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-11-05,8000000.0,30.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-05,7000000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Căn hộ,2020-11-04,4000000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-05,6200000.0,20.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-05,4500000.0,35.0,5.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-05,4300000.0,22.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-11-05,7500000.0,22.0,2.0,3700.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-05,4000000.0,20.0,2.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-05,5500000.0,30.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng ở ghép,2020-11-05,5500000.0,25.0,2.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng ở ghép,2020-11-04,1500000.0,25.0,2.0,3800.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 6,1,1
Phòng cho thuê,2020-11-04,5800000.0,30.0,2.0,3500.0,102000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-04,4000000.0,32.0,3.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-04,4000000.0,20.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-04,5800000.0,28.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-04,5000000.0,30.0,4.0,3500.0,102000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-04,3300000.0,25.0,4.0,3500.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2020-11-04,5500000.0,30.0,3.0,3500.0,96000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-04,3500000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2020-11-04,4200000.0,28.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2020-11-04,8000000.0,28.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng ở ghép,2020-11-04,1200000.0,18.0,3.0,100000.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Nhà Bè,1,1
Căn hộ,2020-11-04,6500000.0,20.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-11-04,5800000.0,25.0,2.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-04,5500000.0,18.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-11-04,3600000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Nhà Bè,1,1
Phòng cho thuê,2020-11-04,3500000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2020-11-04,5500000.0,20.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-11-04,5500000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-04,3500000.0,20.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-11-04,5800000.0,25.0,2.0,3700.0,108000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-04,5000000.0,20.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-04,7500000.0,35.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-11-04,7000000.0,30.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-11-04,6000000.0,18.0,1.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2020-11-04,5600000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-04,3500000.0,25.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-04,7000000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-11-04,7500000.0,28.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-11-04,3500000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-11-04,7300000.0,25.0,3.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-04,7000000.0,20.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-04,5500000.0,28.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-04,3500000.0,20.0,3.0,3000.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2020-11-04,8000000.0,37.0,4.0,4000.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-11-04,6500000.0,25.0,3.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-04,5000000.0,15.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-11-04,4500000.0,20.0,4.0,3800.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Phòng cho thuê,2020-11-04,4500000.0,26.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2020-11-04,4500000.0,40.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Phòng cho thuê,2020-11-04,4500000.0,25.0,2.0,3500.0,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-04,4000000.0,25.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-04,3800000.0,23.0,3.0,3500.0,108000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 9,1,1
Căn hộ,2020-11-04,6800000.0,40.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-11-04,5000000.0,35.0,4.0,3171.6048239853935,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng ở ghép,2020-11-04,1500000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,0,1
Căn hộ,2020-11-04,5400000.0,30.0,4.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-04,7000000.0,40.0,4.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-04,3500000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-04,6500000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-04,6000000.0,28.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-04,4000000.0,30.0,3.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-04,3100000.0,30.0,10.0,3500.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-11-04,6800000.0,40.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Căn hộ,2020-11-04,5000000.0,35.0,4.0,3171.6048239853935,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-03,5000000.0,20.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-03,5000000.0,18.0,4.0,3171.6048239853935,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-11-03,4500000.0,20.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-03,9000000.0,36.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-11-03,8000000.0,32.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-11-03,7000000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-11-03,3000000.0,20.0,6.0,3500.0,102000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Phòng cho thuê,2020-11-03,6500000.0,30.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-04,6500000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-03,4000000.0,40.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2020-11-03,4500000.0,40.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Phòng cho thuê,2020-11-03,4500000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2020-11-03,5200000.0,30.0,4.0,3171.6048239853935,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-03,3500000.0,28.0,3.0,3500.0,96000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Nhà Bè,1,1
Căn hộ,2020-11-03,6500000.0,30.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Căn hộ,2020-11-03,9000000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-11-03,2500000.0,30.0,3.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,0,1
Phòng cho thuê,2020-11-03,3000000.0,23.0,5.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Nhà nguyên căn,2020-11-03,5500000.0,20.0,2.0,3800.0,100000.0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,Quận Tân Bình,1,1
Căn hộ,2020-11-03,4000000.0,40.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-11-03,4500000.0,40.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Phòng cho thuê,2020-11-03,4500000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2020-11-03,5200000.0,30.0,4.0,3171.6048239853935,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-03,3200000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-03,8000000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-11-03,4800000.0,25.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-03,5000000.0,35.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,1,1
Căn hộ,2020-11-03,6000000.0,28.0,3.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-03,4000000.0,25.0,5.0,4000.0,102000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Phú,0,1
Căn hộ,2020-11-03,4900000.0,28.0,3.0,3500.0,108000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-03,4500000.0,25.0,3.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,0,1
Căn hộ,2020-11-03,5000000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-11-03,4500000.0,20.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Phòng cho thuê,2020-11-03,3200000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-03,3000000.0,25.0,4.0,3500.0,102000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Căn hộ,2020-11-03,6800000.0,30.0,4.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Phòng cho thuê,2020-11-03,3500000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-11-03,3300000.0,25.0,4.0,3500.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Phòng cho thuê,2020-11-03,5800000.0,25.0,3.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-03,5000000.0,20.0,3.0,3700.0,108000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-03,4500000.0,25.0,5.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-11-03,6200000.0,35.0,4.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-03,2000000.0,9.0,4.0,4000.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-03,6000000.0,28.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 3,1,1
Phòng cho thuê,2020-11-03,6000000.0,28.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2020-11-03,4200000.0,18.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 1,1,1
Phòng cho thuê,2020-11-03,7500000.0,50.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-03,6500000.0,35.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,1,1
Căn hộ,2020-11-03,3800000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Gò Vấp,1,1
Phòng cho thuê,2020-11-03,6500000.0,33.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tân Bình,1,1
Căn hộ,2020-11-03,4500000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng cho thuê,2020-11-03,5300000.0,28.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Phòng cho thuê,2020-11-03,3500000.0,18.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 10,1,1
Phòng ở ghép,2020-11-03,1500000.0,25.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,0,1
Căn hộ,2020-11-03,4900000.0,30.0,3.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-03,4500000.0,22.0,3.0,3500.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-03,8000000.0,30.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 2,1,1
Căn hộ,2020-11-03,4600000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
Căn hộ,2020-11-03,4900000.0,30.0,4.0,3700.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-03,3200000.0,30.0,4.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Căn hộ,2020-11-03,4500000.0,25.0,1.0,35000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 5,1,1
Căn hộ,2020-11-03,3000000.0,20.0,1.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,0,1
Căn hộ,2020-11-03,1500000.0,25.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Phú Nhuận,0,1
Phòng cho thuê,2020-11-03,4900000.0,30.0,3.0,3500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận 7,1,1
Phòng cho thuê,2020-11-03,4500000.0,22.0,3.0,3500.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bình Thạnh,1,1
